YEAR,AGG_LEVEL,CAMPUS,REGION,DISTRICT NAME AND NUMBER,CHARTER_STATUS,CAMPNAME AND NUMBER,SECTION,HEADING,HEADNAME,YR23
2022-2023,CAMPUS SUMMARY,61902141,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,LILLIE J JACKSON EARLY CHILDHOOD CENTER 061902141,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,61902141,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,LILLIE J JACKSON EARLY CHILDHOOD CENTER 061902141,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,17
2022-2023,CAMPUS SUMMARY,61902002,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,MARCUS H S 061902002,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,3036
2022-2023,CAMPUS SUMMARY,61902002,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,MARCUS H S 061902002,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,188
2022-2023,CAMPUS SUMMARY,61902002,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,MARCUS H S 061902002,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,449
2022-2023,CAMPUS SUMMARY,61902138,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,MARJORY VICKERY EL 061902138,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,669
2022-2023,CAMPUS SUMMARY,61902138,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,MARJORY VICKERY EL 061902138,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,36
2022-2023,CAMPUS SUMMARY,61902138,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,MARJORY VICKERY EL 061902138,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,55
2022-2023,CAMPUS SUMMARY,61902056,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,MARSHALL DURHAM MIDDLE 061902056,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,821
2022-2023,CAMPUS SUMMARY,61902056,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,MARSHALL DURHAM MIDDLE 061902056,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,273
2022-2023,CAMPUS SUMMARY,61902056,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,MARSHALL DURHAM MIDDLE 061902056,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,729
2022-2023,CAMPUS SUMMARY,61902114,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,MCAULIFFE EL 061902114,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,544
2022-2023,CAMPUS SUMMARY,61902114,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,MCAULIFFE EL 061902114,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,61902114,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,MCAULIFFE EL 061902114,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,61902053,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,MCKAMY MIDDLE 061902053,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,825
2022-2023,CAMPUS SUMMARY,61902053,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,MCKAMY MIDDLE 061902053,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,33
2022-2023,CAMPUS SUMMARY,61902053,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,MCKAMY MIDDLE 061902053,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,53
2022-2023,CAMPUS SUMMARY,61902144,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,MILL STREET EL 061902144,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,668
2022-2023,CAMPUS SUMMARY,61902144,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,MILL STREET EL 061902144,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,82
2022-2023,CAMPUS SUMMARY,61902144,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,MILL STREET EL 061902144,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,182
2022-2023,CAMPUS SUMMARY,61902121,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,MORNINGSIDE EL 061902121,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,389
2022-2023,CAMPUS SUMMARY,61902121,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,MORNINGSIDE EL 061902121,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,14
2022-2023,CAMPUS SUMMARY,61902121,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,MORNINGSIDE EL 061902121,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,22
2022-2023,CAMPUS SUMMARY,61902123,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,OLD SETTLERS EL 061902123,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,500
2022-2023,CAMPUS SUMMARY,61902123,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,OLD SETTLERS EL 061902123,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,61902123,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,OLD SETTLERS EL 061902123,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,61902124,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,PARKWAY EL 061902124,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,599
2022-2023,CAMPUS SUMMARY,61902124,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,PARKWAY EL 061902124,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,48
2022-2023,CAMPUS SUMMARY,61902124,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,PARKWAY EL 061902124,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,93
2022-2023,CAMPUS SUMMARY,61902109,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,PETERS COLONY EL 061902109,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,571
2022-2023,CAMPUS SUMMARY,61902109,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,PETERS COLONY EL 061902109,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,39
2022-2023,CAMPUS SUMMARY,61902109,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,PETERS COLONY EL 061902109,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,117
2022-2023,CAMPUS SUMMARY,61902126,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,PRAIRIE TRAIL ELEMENTARY 061902126,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,671
2022-2023,CAMPUS SUMMARY,61902126,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,PRAIRIE TRAIL ELEMENTARY 061902126,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,15
2022-2023,CAMPUS SUMMARY,61902126,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,PRAIRIE TRAIL ELEMENTARY 061902126,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,19
2022-2023,CAMPUS SUMMARY,61902139,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,ROCKBROOK EL 061902139,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,760
2022-2023,CAMPUS SUMMARY,61902139,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,ROCKBROOK EL 061902139,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,106
2022-2023,CAMPUS SUMMARY,61902139,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,ROCKBROOK EL 061902139,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,251
2022-2023,CAMPUS SUMMARY,61902058,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,SHADOW RIDGE MIDDLE 061902058,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,659
2022-2023,CAMPUS SUMMARY,61902058,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,SHADOW RIDGE MIDDLE 061902058,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,19
2022-2023,CAMPUS SUMMARY,61902058,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,SHADOW RIDGE MIDDLE 061902058,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,33
2022-2023,CAMPUS SUMMARY,61902131,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,SOUTHRIDGE EL 061902131,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,742
2022-2023,CAMPUS SUMMARY,61902131,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,SOUTHRIDGE EL 061902131,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,74
2022-2023,CAMPUS SUMMARY,61902131,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,SOUTHRIDGE EL 061902131,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,126
2022-2023,CAMPUS SUMMARY,61902129,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,STEM ACADEMY AT BRIDLEWOOD EL 061902129,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,585
2022-2023,CAMPUS SUMMARY,61902129,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,STEM ACADEMY AT BRIDLEWOOD EL 061902129,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,61902129,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,STEM ACADEMY AT BRIDLEWOOD EL 061902129,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,61902055,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,STEM ACADEMY AT CLAYTON DOWNING MIDDLE 061902055,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,515
2022-2023,CAMPUS SUMMARY,61902055,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,STEM ACADEMY AT CLAYTON DOWNING MIDDLE 061902055,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,45
2022-2023,CAMPUS SUMMARY,61902055,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,STEM ACADEMY AT CLAYTON DOWNING MIDDLE 061902055,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,75
2022-2023,CAMPUS SUMMARY,61902054,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,STEM ACADEMY AT CREEK VALLEY MIDDLE 061902054,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,625
2022-2023,CAMPUS SUMMARY,61902054,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,STEM ACADEMY AT CREEK VALLEY MIDDLE 061902054,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,86
2022-2023,CAMPUS SUMMARY,61902054,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,STEM ACADEMY AT CREEK VALLEY MIDDLE 061902054,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,163
2022-2023,CAMPUS SUMMARY,61902117,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,STEM ACADEMY AT DONALD EL 061902117,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,581
2022-2023,CAMPUS SUMMARY,61902117,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,STEM ACADEMY AT DONALD EL 061902117,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,26
2022-2023,CAMPUS SUMMARY,61902117,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,STEM ACADEMY AT DONALD EL 061902117,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,65
2022-2023,CAMPUS SUMMARY,61902048,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,STEM ACADEMY AT FORESTWOOD MIDDLE 061902048,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,910
2022-2023,CAMPUS SUMMARY,61902048,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,STEM ACADEMY AT FORESTWOOD MIDDLE 061902048,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,86
2022-2023,CAMPUS SUMMARY,61902048,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,STEM ACADEMY AT FORESTWOOD MIDDLE 061902048,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,128
2022-2023,CAMPUS SUMMARY,61902042,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,STEM ACADEMY AT HEDRICK MIDDLE 061902042,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,901
2022-2023,CAMPUS SUMMARY,61902042,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,STEM ACADEMY AT HEDRICK MIDDLE 061902042,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,208
2022-2023,CAMPUS SUMMARY,61902042,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,STEM ACADEMY AT HEDRICK MIDDLE 061902042,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,553
2022-2023,CAMPUS SUMMARY,61902145,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,STEM ACADEMY AT MEMORIAL EL 061902145,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,692
2022-2023,CAMPUS SUMMARY,61902145,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,STEM ACADEMY AT MEMORIAL EL 061902145,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,28
2022-2023,CAMPUS SUMMARY,61902145,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,STEM ACADEMY AT MEMORIAL EL 061902145,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,67
2022-2023,CAMPUS SUMMARY,61902125,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,STEM ACADEMY AT POLSER EL 061902125,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,518
2022-2023,CAMPUS SUMMARY,61902125,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,STEM ACADEMY AT POLSER EL 061902125,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,11
2022-2023,CAMPUS SUMMARY,61902125,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,STEM ACADEMY AT POLSER EL 061902125,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,15
2022-2023,CAMPUS SUMMARY,61902127,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,STEM ACADEMY AT VALLEY RIDGE EL 061902127,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,549
2022-2023,CAMPUS SUMMARY,61902127,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,STEM ACADEMY AT VALLEY RIDGE EL 061902127,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,61902127,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,STEM ACADEMY AT VALLEY RIDGE EL 061902127,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,13
2022-2023,CAMPUS SUMMARY,61902004,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,THE COLONY H S 061902004,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,1982
2022-2023,CAMPUS SUMMARY,61902004,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,THE COLONY H S 061902004,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,217
2022-2023,CAMPUS SUMMARY,61902004,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,THE COLONY H S 061902004,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,532
2022-2023,CAMPUS SUMMARY,61902108,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,TIMBER CREEK EL 061902108,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,467
2022-2023,CAMPUS SUMMARY,61902108,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,TIMBER CREEK EL 061902108,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,28
2022-2023,CAMPUS SUMMARY,61902108,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,TIMBER CREEK EL 061902108,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,40
2022-2023,CAMPUS SUMMARY,61902134,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,TOM HICKS EL 061902134,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,644
2022-2023,CAMPUS SUMMARY,61902134,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,TOM HICKS EL 061902134,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,27
2022-2023,CAMPUS SUMMARY,61902134,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,TOM HICKS EL 061902134,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,52
2022-2023,CAMPUS SUMMARY,61902130,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,WELLINGTON EL 061902130,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,750
2022-2023,CAMPUS SUMMARY,61902130,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,WELLINGTON EL 061902130,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,61902130,11,LEWISVILLE ISD 061902,TRADITIONAL ISD/CSD,WELLINGTON EL 061902130,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,16
2022-2023,CAMPUS SUMMARY,144902101,13,LEXINGTON ISD 144902,TRADITIONAL ISD/CSD,LEXINGTON EL 144902101,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,537
2022-2023,CAMPUS SUMMARY,144902101,13,LEXINGTON ISD 144902,TRADITIONAL ISD/CSD,LEXINGTON EL 144902101,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,48
2022-2023,CAMPUS SUMMARY,144902101,13,LEXINGTON ISD 144902,TRADITIONAL ISD/CSD,LEXINGTON EL 144902101,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,83
2022-2023,CAMPUS SUMMARY,144902001,13,LEXINGTON ISD 144902,TRADITIONAL ISD/CSD,LEXINGTON H S 144902001,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,369
2022-2023,CAMPUS SUMMARY,144902001,13,LEXINGTON ISD 144902,TRADITIONAL ISD/CSD,LEXINGTON H S 144902001,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,98
2022-2023,CAMPUS SUMMARY,144902001,13,LEXINGTON ISD 144902,TRADITIONAL ISD/CSD,LEXINGTON H S 144902001,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,244
2022-2023,CAMPUS SUMMARY,144902041,13,LEXINGTON ISD 144902,TRADITIONAL ISD/CSD,LEXINGTON MIDDLE 144902041,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,259
2022-2023,CAMPUS SUMMARY,144902041,13,LEXINGTON ISD 144902,TRADITIONAL ISD/CSD,LEXINGTON MIDDLE 144902041,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,67
2022-2023,CAMPUS SUMMARY,144902041,13,LEXINGTON ISD 144902,TRADITIONAL ISD/CSD,LEXINGTON MIDDLE 144902041,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,167
2022-2023,CAMPUS SUMMARY,246908103,13,LIBERTY HILL ISD 246908,TRADITIONAL ISD/CSD,BILL BURDEN EL 246908103,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,869
2022-2023,CAMPUS SUMMARY,246908103,13,LIBERTY HILL ISD 246908,TRADITIONAL ISD/CSD,BILL BURDEN EL 246908103,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,12
2022-2023,CAMPUS SUMMARY,246908103,13,LIBERTY HILL ISD 246908,TRADITIONAL ISD/CSD,BILL BURDEN EL 246908103,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,18
2022-2023,CAMPUS SUMMARY,246908101,13,LIBERTY HILL ISD 246908,TRADITIONAL ISD/CSD,LIBERTY HILL EL 246908101,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,<630
2022-2023,CAMPUS SUMMARY,246908101,13,LIBERTY HILL ISD 246908,TRADITIONAL ISD/CSD,LIBERTY HILL EL 246908101,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,246908101,13,LIBERTY HILL ISD 246908,TRADITIONAL ISD/CSD,LIBERTY HILL EL 246908101,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,14
2022-2023,CAMPUS SUMMARY,246908001,13,LIBERTY HILL ISD 246908,TRADITIONAL ISD/CSD,LIBERTY HILL H S 246908001,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,2095
2022-2023,CAMPUS SUMMARY,246908001,13,LIBERTY HILL ISD 246908,TRADITIONAL ISD/CSD,LIBERTY HILL H S 246908001,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,182
2022-2023,CAMPUS SUMMARY,246908001,13,LIBERTY HILL ISD 246908,TRADITIONAL ISD/CSD,LIBERTY HILL H S 246908001,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,391
2022-2023,CAMPUS SUMMARY,246908041,13,LIBERTY HILL ISD 246908,TRADITIONAL ISD/CSD,LIBERTY HILL MIDDLE 246908041,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,986
2022-2023,CAMPUS SUMMARY,246908041,13,LIBERTY HILL ISD 246908,TRADITIONAL ISD/CSD,LIBERTY HILL MIDDLE 246908041,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,121
2022-2023,CAMPUS SUMMARY,246908041,13,LIBERTY HILL ISD 246908,TRADITIONAL ISD/CSD,LIBERTY HILL MIDDLE 246908041,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,200
2022-2023,CAMPUS SUMMARY,246908102,13,LIBERTY HILL ISD 246908,TRADITIONAL ISD/CSD,LOUINE NOBLE EL 246908102,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,784
2022-2023,CAMPUS SUMMARY,246908102,13,LIBERTY HILL ISD 246908,TRADITIONAL ISD/CSD,LOUINE NOBLE EL 246908102,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,25
2022-2023,CAMPUS SUMMARY,246908102,13,LIBERTY HILL ISD 246908,TRADITIONAL ISD/CSD,LOUINE NOBLE EL 246908102,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,45
2022-2023,CAMPUS SUMMARY,246908104,13,LIBERTY HILL ISD 246908,TRADITIONAL ISD/CSD,RANCHO SIENNA EL 246908104,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,982
2022-2023,CAMPUS SUMMARY,246908104,13,LIBERTY HILL ISD 246908,TRADITIONAL ISD/CSD,RANCHO SIENNA EL 246908104,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,246908104,13,LIBERTY HILL ISD 246908,TRADITIONAL ISD/CSD,RANCHO SIENNA EL 246908104,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,12
2022-2023,CAMPUS SUMMARY,246908105,13,LIBERTY HILL ISD 246908,TRADITIONAL ISD/CSD,SANTA RITA EL 246908105,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,1175
2022-2023,CAMPUS SUMMARY,246908105,13,LIBERTY HILL ISD 246908,TRADITIONAL ISD/CSD,SANTA RITA EL 246908105,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,14
2022-2023,CAMPUS SUMMARY,246908105,13,LIBERTY HILL ISD 246908,TRADITIONAL ISD/CSD,SANTA RITA EL 246908105,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,20
2022-2023,CAMPUS SUMMARY,246908042,13,LIBERTY HILL ISD 246908,TRADITIONAL ISD/CSD,SANTA RITA MIDDLE 246908042,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,936
2022-2023,CAMPUS SUMMARY,246908042,13,LIBERTY HILL ISD 246908,TRADITIONAL ISD/CSD,SANTA RITA MIDDLE 246908042,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,121
2022-2023,CAMPUS SUMMARY,246908042,13,LIBERTY HILL ISD 246908,TRADITIONAL ISD/CSD,SANTA RITA MIDDLE 246908042,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,188
2022-2023,CAMPUS SUMMARY,246908007,13,LIBERTY HILL ISD 246908,TRADITIONAL ISD/CSD,STEP - CORE 246908007,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,<10
2022-2023,CAMPUS SUMMARY,146906103,5,LIBERTY ISD 146906,TRADITIONAL ISD/CSD,LIBERTY EL 146906103,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,730
2022-2023,CAMPUS SUMMARY,146906103,5,LIBERTY ISD 146906,TRADITIONAL ISD/CSD,LIBERTY EL 146906103,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,33
2022-2023,CAMPUS SUMMARY,146906103,5,LIBERTY ISD 146906,TRADITIONAL ISD/CSD,LIBERTY EL 146906103,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,42
2022-2023,CAMPUS SUMMARY,146906001,5,LIBERTY ISD 146906,TRADITIONAL ISD/CSD,LIBERTY H S 146906001,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,767
